8883567.63,7859924.08,8599761.48,9035946.47,6801477.65,8365602.26,8422847.30,7203375.12,9222485.61,7132028.39,9392118.95,7362658.92,9041339.79,10206105.84,9344718.21,9439507.56,8480535.15,9024433.90,9367504.71,7907970.90,8821460.44,8471863.40,9700457.85,8158543.12,9009475.72,7102752.19,8582713.06,6798931.72,7186894.89,9399348.07,9941979.84,9140154.53,7451277.75,7452860.70,8920418.96,8509817.31,8522149.76
7846264.28,7373359.28,7614146.53,7402773.07,6457733.26,7657410.93,6760485.27,6329713.07,7723754.70,7095105.42,7828838.12,6501603.16,7972385.44,8109032.73,7704951.00,8299010.33,7477133.80,8524228.62,7964888.45,7991994.67,8056423.81,7575863.06,8612327.61,7186390.88,7715645.76,6689607.25,7474879.20,6144359.94,7082750.26,9084669.14,8580259.58,7601682.55,6931538.16,7123256.73,8934751.83,7426685.55,8060310.17
10127760.29,8374399.23,8365378.18,9781135.56,7379922.86,9213603.19,8263570.21,7854669.82,10202997.76,9394892.60,9709058.53,8566563.78,10448723.63,10646981.80,9128459.05,10794322.97,9138905.02,10523744.73,9692953.61,9685132.93,9198414.45,8961418.35,12051830.87,9061598.48,9465492.82,7989236.41,8903548.33,7281122.95,8373822.83,11182152.67,11698788.12,10164909.97,8513347.15,10233528.07,10060827.47,9494268.79,10876664.95
9819912.69,8329117.87,7601452.14,9672721.29,7253153.06,9697887.33,7866480.77,7268612.85,8914672.27,7909878.96,9235005.13,7509550.06,9846130.52,9508779.27,9218197.23,10060251.83,8269495.97,10095151.81,8775719.03,8588183.05,8695176.88,8483695.00,11445087.76,9005343.34,8938845.12,7114814.71,8462323.76,6912005.78,7848428.55,9459441.78,10473304.04,9984498.92,8718600.16,8584158.23,9707226.67,8998193.43,10062450.58
8172818.15,7391544.39,6069726.83,6817597.06,5476191.82,7574154.66,7556047.57,5499506.04,8523118.57,7491488.12,8382212.48,6790550.41,8801467.76,8059497.21,8428241.50,8660839.19,7783755.30,7887752.74,7632393.80,7727457.80,7573120.58,7868866.38,9847433.41,8269805.97,8594754.26,6226800.21,8126713.00,5394623.16,6262042.45,8348510.74,9974816.25,8596317.43,7658125.91,8356949.77,8266678.46,7826291.41,7914686.75
7792093.65,6749993.34,7117988.82,7911731.50,6873213.41,7671843.13,7392349.20,5732684.21,7922163.75,6591412.78,7505108.21,5957843.01,8123877.31,8261630.16,8036210.97,7886626.58,7082879.85,8422305.18,7305628.79,6861128.68,8474865.78,7493455.98,8322550.32,7981737.61,7773285.87,6205371.97,7671193.72,5894183.54,5346905.41,8783341.83,8368539.37,8207165.39,7505802.37,6334869.43,9343824.58,7000373.84,7197134.71
9718628.94,7944675.00,8282004.33,8840066.83,6889833.71,8272205.09,8505040.57,7915668.91,9694183.62,8518596.91,8581271.29,7622441.07,9518024.72,8347354.19,8426932.82,9308827.44,8345382.99,9652116.98,8808362.79,8731634.80,8577941.82,8132805.84,10717029.91,8616547.22,9205784.58,7597152.08,8104848.79,7087895.80,7367586.10,9375343.51,10514933.94,8910029.57,7356227.39,8871036.82,9620895.15,9491817.57,9116829.04
10490562.09,9274463.17,9169361.39,8993416.36,7913866.97,9081083.09,8908485.68,7918617.67,9077907.51,8598471.37,9454944.18,7751081.68,11151506.77,9674169.56,9681198.57,10407729.98,8797854.74,10466518.61,10214886.23,9197048.65,9492613.40,8865797.55,10810953.29,9355707.30,10190430.72,7344627.18,8971332.51,7441107.65,7718987.09,9828982.04,10748576.00,9800289.34,8060685.46,8474908.80,10286934.93,8600410.88,8904165.68
8702860.18,7378958.03,7227723.43,7116550.48,5723463.25,7417355.34,7378313.40,6529553.04,8005073.60,6847517.79,7119105.38,6991200.16,8724135.73,7751373.24,6867405.79,8457332.08,7567719.45,8109419.22,8428603.04,7706629.83,6489260.85,7009698.37,9248138.95,6793225.17,8737323.75,7180264.67,6833594.22,6171666.64,7140720.04,7521565.58,9187903.25,7039269.10,5795388.60,7158206.92,8174581.75,7708239.43,7266929.62
7609773.67,7043307.33,6352205.77,6861410.29,6248697.98,7419622.03,6848577.06,5628961.78,7633301.90,6861597.69,7920246.42,6408925.47,8819363.86,7787305.22,7933668.85,8236439.28,7445892.05,7667886.35,7643216.81,7098132.71,7018806.17,7040387.03,8743800.39,7171836.83,7458264.73,6204986.43,6402574.10,5436543.10,5649092.72,7940534.96,8929644.90,7457806.92,6555020.20,7348597.66,7966734.28,6879481.09,7644055.22
